location,site_code,site_name,survey_year,taxon,survey_mean,survey_datetime,survey_change,summer_temp_max,summer_dhd50_max,summer_inten_max,summer_dtdt_max
Jervis Bay,JBMP-S8,Plantation Point North,2007,Ecklonia radiata,65.6,1/01/2007 0:00,6.5,22.51013184,47.9592247,2.411085129,0.107049942
Jervis Bay,JBMP-S8,Plantation Point North,2008,Ecklonia radiata,82.9,1/01/2008 0:00,17.3,21.85381508,7.081684113,0.66608429,0.07970009
Jervis Bay,JBMP-S8,Plantation Point North,2009,Ecklonia radiata,89.9,1/01/2009 0:00,7,21.29112434,0.493253708,0.246084213,0.127400011
Jervis Bay,JBMP-S8,Plantation Point North,2012,Ecklonia radiata,60.5,1/01/2012 0:00,-29.4,22.61966896,45.73808289,1.926084518,0.140299991
Jervis Bay,JBMP-S8,Plantation Point North,2017,Ecklonia radiata,32.7,1/01/2017 0:00,-27.8,23.18506622,91.29174805,3.021083832,0.225399971
Jervis Bay,JBMP-S25,Plantation Point South,2003,Ecklonia radiata,56,1/01/2003 0:00,-16.5,22.48085976,30.7644558,2.43608284,0.241449922
Jervis Bay,JBMP-S25,Plantation Point South,2004,Ecklonia radiata,51,1/01/2004 0:00,-5,22.06351852,7.407352448,0.971084595,0.132099912
Jervis Bay,JBMP-S25,Plantation Point South,2005,Ecklonia radiata,73.2,1/01/2005 0:00,22.2,22.10297966,8.828619003,0.821084976,0.129750058
Jervis Bay,JBMP-S25,Plantation Point South,2006,Ecklonia radiata,54.5,1/01/2006 0:00,-18.7,22.58460236,46.92115021,2.341085434,0.169549942
Jervis Bay,JBMP-S25,Plantation Point South,2007,Ecklonia radiata,91,1/01/2007 0:00,26.5,22.51013184,47.9592247,2.411085129,0.107049942
Jervis Bay,JBMP-S25,Plantation Point South,2008,Ecklonia radiata,80.8,1/01/2008 0:00,-10.2,21.85381508,7.081684113,0.66608429,0.07970009
Jervis Bay,JBMP-S25,Plantation Point South,2009,Ecklonia radiata,62.8,1/01/2009 0:00,-18,21.29112434,0.493253708,0.246084213,0.127400011
Jervis Bay,JBMP-S25,Plantation Point South,2012,Ecklonia radiata,57.2,1/01/2012 0:00,-5.6,22.61966896,45.73808289,1.926084518,0.140299991
Jervis Bay,JBMP-S25,Plantation Point South,2017,Ecklonia radiata,41.6,1/01/2017 0:00,-15.6,23.18506622,91.29174805,3.021083832,0.225399971
Jervis Bay,JBMP-S2,The Docks 1 The Gulch,2004,Ecklonia radiata,11.6,1/01/2004 0:00,-16.8,22.06351852,7.407352448,0.971084595,0.132099912
Jervis Bay,JBMP-S2,The Docks 1 The Gulch,2005,Ecklonia radiata,28.93333333,1/01/2005 0:00,17.33333333,22.10297966,8.828619003,0.821084976,0.129750058
Jervis Bay,JBMP-S2,The Docks 1 The Gulch,2006,Ecklonia radiata,28.2,1/01/2006 0:00,-0.73333333,22.58460236,46.92115021,2.341085434,0.169549942
Jervis Bay,JBMP-S2,The Docks 1 The Gulch,2007,Ecklonia radiata,12.26666667,1/01/2007 0:00,-15.93333333,22.51013184,47.9592247,2.411085129,0.107049942
Jervis Bay,JBMP-S2,The Docks 1 The Gulch,2008,Ecklonia radiata,20.4,1/01/2008 0:00,8.13333333,21.85381508,7.081684113,0.66608429,0.07970009
Jervis Bay,JBMP-S2,The Docks 1 The Gulch,2009,Ecklonia radiata,14,1/01/2009 0:00,-6.4,21.29112434,0.493253708,0.246084213,0.127400011
Jervis Bay,JBMP-S2,The Docks 1 The Gulch,2012,Ecklonia radiata,12,1/01/2012 0:00,-2,22.61966896,45.73808289,1.926084518,0.140299991
Jervis Bay,JBMP-S2,The Docks 1 The Gulch,2017,Ecklonia radiata,20,1/01/2017 0:00,8,23.18506622,91.29174805,3.021083832,0.225399971
Jervis Bay,JBMP-S3,The Docks 2 Inner Tubes,2000,Ecklonia radiata,2.4,1/01/2000 0:00,1.8,23.07986641,76.84458923,2.661085129,0.230650142
Jervis Bay,JBMP-S3,The Docks 2 Inner Tubes,2001,Ecklonia radiata,4,1/01/2001 0:00,1.6,23.14158821,66.2385025,2.026082993,0.175099939
Jervis Bay,JBMP-S3,The Docks 2 Inner Tubes,2003,Ecklonia radiata,9.4,1/01/2003 0:00,5.4,22.48085976,30.7644558,2.43608284,0.241449922
Jervis Bay,JBMP-S3,The Docks 2 Inner Tubes,2004,Ecklonia radiata,10,1/01/2004 0:00,0.6,22.06351852,7.407352448,0.971084595,0.132099912
Jervis Bay,JBMP-S3,The Docks 2 Inner Tubes,2005,Ecklonia radiata,10,1/01/2005 0:00,0,22.10297966,8.828619003,0.821084976,0.129750058
Jervis Bay,JBMP-S3,The Docks 2 Inner Tubes,2006,Ecklonia radiata,24,1/01/2006 0:00,14,22.58460236,46.92115021,2.341085434,0.169549942
Jervis Bay,JBMP-S3,The Docks 2 Inner Tubes,2007,Ecklonia radiata,1.6,1/01/2007 0:00,-22.4,22.51013184,47.9592247,2.411085129,0.107049942
Jervis Bay,JBMP-S3,The Docks 2 Inner Tubes,2008,Ecklonia radiata,12,1/01/2008 0:00,10.4,21.85381508,7.081684113,0.66608429,0.07970009
Jervis Bay,JBMP-S3,The Docks 2 Inner Tubes,2009,Ecklonia radiata,13.4,1/01/2009 0:00,1.4,21.29112434,0.493253708,0.246084213,0.127400011
Jervis Bay,JBMP-S3,The Docks 2 Inner Tubes,2012,Ecklonia radiata,5.6,1/01/2012 0:00,-7.8,22.61966896,45.73808289,1.926084518,0.140299991
Maria Island,MIR-S7,Magistrates Point North,1996,Ecklonia radiata,39.4,1/01/1996 0:00,0.2,15.00914478,0,-1.071155548,0.14485006
Maria Island,MIR-S7,Magistrates Point North,1997,Ecklonia radiata,41.8,1/01/1997 0:00,2.4,15.39297962,0.835380554,0.438844681,0.113650128
Maria Island,MIR-S7,Magistrates Point North,1998,Ecklonia radiata,30.9,1/01/1998 0:00,-10.9,16.24480057,2.49729538,0.543844223,0.126849934
Maria Island,MIR-S7,Magistrates Point North,1999,Ecklonia radiata,30.4,1/01/1999 0:00,-0.5,16.67354202,16.80919266,1.133844376,0.112899974
Maria Island,MIR-S7,Magistrates Point North,2000,Ecklonia radiata,37.1,1/01/2000 0:00,6.7,16.77236748,4.716503143,0.368844986,0.094100192
Maria Island,MIR-S7,Magistrates Point North,2001,Ecklonia radiata,45.9,1/01/2001 0:00,8.8,17.43049622,50.16144943,1.473844528,0.099699974
Maria Island,MIR-S7,Magistrates Point North,2002,Ecklonia radiata,38,1/01/2002 0:00,-7.9,16.41791344,0.057689667,0.048845291,0.088749982
Maria Island,MIR-S7,Magistrates Point North,2004,Ecklonia radiata,24.7,1/01/2004 0:00,-13.3,17.42480087,59.51989746,1.628843307,0.129349902
Maria Island,MIR-S7,Magistrates Point North,2006,Ecklonia radiata,42.4,1/01/2006 0:00,17.7,16.46211815,13.3211174,1.513845444,0.108849905
Maria Island,MIR-S7,Magistrates Point North,2008,Ecklonia radiata,32.1,1/01/2008 0:00,-10.3,17.16844368,39.99489594,2.408843994,0.15625
Maria Island,MIR-S7,Magistrates Point North,2009,Ecklonia radiata,45.1,1/01/2009 0:00,13,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S7,Magistrates Point North,2010,Ecklonia radiata,52.1,1/01/2010 0:00,7,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S7,Magistrates Point North,2012,Ecklonia radiata,34.4,1/01/2012 0:00,-17.7,17.42203903,54.2748909,1.633844376,0.167199999
Maria Island,MIR-S7,Magistrates Point North,2013,Ecklonia radiata,39.7,1/01/2013 0:00,5.3,16.59927177,7.050357819,1.038845062,0.078999899
Maria Island,MIR-S7,Magistrates Point North,2014,Ecklonia radiata,37.3,1/01/2014 0:00,-2.4,16.72817802,14.31956482,1.108844757,0.113949873
Maria Island,MIR-S7,Magistrates Point North,2015,Ecklonia radiata,25.3,1/01/2015 0:00,-12,17.02585983,19.53147888,1.293844223,0.157200053
Maria Island,MIR-S7,Magistrates Point North,2016,Ecklonia radiata,38,1/01/2016 0:00,12.7,18.6449337,180.5451965,3.258844376,0.16245003
Maria Island,MIR-S7,Magistrates Point North,2017,Ecklonia radiata,10.9,1/01/2017 0:00,-27.1,17.10817909,47.79990768,1.973844528,0.157550052
Maria Island,MIR-S7,Magistrates Point North,2018,Ecklonia radiata,27.8,1/01/2018 0:00,16.9,17.77923775,75.62332153,2.133844376,0.137599945
Maria Island,MIR-S7,Magistrates Point North,2019,Ecklonia radiata,53,1/01/2019 0:00,25.2,17.33725166,39.68375397,1.463844299,0.08220005
Maria Island,MIR-S7,Magistrates Point North,2020,Ecklonia radiata,42.1,1/01/2020 0:00,-10.9,16.44078827,0.584604263,0.143844604,0.138550088
Maria Island,MIR-S7,Magistrates Point North,2021,Ecklonia radiata,20.5,1/01/2021 0:00,-21.6,17.48126602,58.86371994,1.373844147,0.145299911
Maria Island,MIR-S7,Magistrates Point North,2022,Ecklonia radiata,50,1/01/2022 0:00,29.5,17.54033089,55.52103424,1.57884407,0.10695
Maria Island,MIR-S7,Magistrates Point North,2023,Ecklonia radiata,33.7,1/01/2023 0:00,-16.3,17.07311249,28.54451942,1.09384346,0.14564991
Maria Island,MIR-S8,Magistrates Point South,1993,Ecklonia radiata,39.73333333,1/01/1993 0:00,15.13333333,16.24304581,0.178844452,0.178844452,0.102900028
Maria Island,MIR-S8,Magistrates Point South,1995,Ecklonia radiata,32.4,1/01/1995 0:00,-7.33333333,16.1458931,4.116518021,0.773843765,0.160099983
Maria Island,MIR-S8,Magistrates Point South,1996,Ecklonia radiata,39.8,1/01/1996 0:00,7.4,15.00914478,0,-1.071155548,0.14485006
Maria Island,MIR-S8,Magistrates Point South,1997,Ecklonia radiata,41.7,1/01/1997 0:00,1.9,15.39297962,0.835380554,0.438844681,0.113650128
Maria Island,MIR-S8,Magistrates Point South,1998,Ecklonia radiata,45.7,1/01/1998 0:00,4,16.24480057,2.49729538,0.543844223,0.126849934
Maria Island,MIR-S8,Magistrates Point South,1999,Ecklonia radiata,43,1/01/1999 0:00,-2.7,16.67354202,16.80919266,1.133844376,0.112899974
Maria Island,MIR-S8,Magistrates Point South,2000,Ecklonia radiata,45.3,1/01/2000 0:00,2.3,16.77236748,4.716503143,0.368844986,0.094100192
Maria Island,MIR-S8,Magistrates Point South,2001,Ecklonia radiata,23,1/01/2001 0:00,-22.3,17.43049622,50.16144943,1.473844528,0.099699974
Maria Island,MIR-S8,Magistrates Point South,2006,Ecklonia radiata,30.9,1/01/2006 0:00,13.1,16.46211815,13.3211174,1.513845444,0.108849905
Maria Island,MIR-S8,Magistrates Point South,2008,Ecklonia radiata,28.6,1/01/2008 0:00,-2.3,17.16844368,39.99489594,2.408843994,0.15625
Maria Island,MIR-S8,Magistrates Point South,2009,Ecklonia radiata,26.3,1/01/2009 0:00,-2.3,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S8,Magistrates Point South,2010,Ecklonia radiata,25.3,1/01/2010 0:00,-1,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S8,Magistrates Point South,2011,Ecklonia radiata,48.8,1/01/2011 0:00,23.5,16.15556335,3.032669067,0.533845901,0.167199999
Maria Island,MIR-S8,Magistrates Point South,2012,Ecklonia radiata,39.3,1/01/2012 0:00,-9.5,17.42203903,54.2748909,1.633844376,0.102399826
Maria Island,MIR-S8,Magistrates Point South,2013,Ecklonia radiata,48.9,1/01/2013 0:00,9.6,16.59927177,7.050357819,1.038845062,0.078999899
Maria Island,MIR-S8,Magistrates Point South,2014,Ecklonia radiata,27.9,1/01/2014 0:00,-21,16.72817802,14.31956482,1.108844757,0.113949873
Maria Island,MIR-S8,Magistrates Point South,2015,Ecklonia radiata,33.3,1/01/2015 0:00,5.4,17.02585983,19.53147888,1.293844223,0.157200053
Maria Island,MIR-S8,Magistrates Point South,2016,Ecklonia radiata,31.3,1/01/2016 0:00,-2,18.6449337,180.5451965,3.258844376,0.16245003
Maria Island,MIR-S8,Magistrates Point South,2017,Ecklonia radiata,30.5,1/01/2017 0:00,-0.8,17.10817909,47.79990768,1.973844528,0.157550052
Maria Island,MIR-S8,Magistrates Point South,2018,Ecklonia radiata,21.4,1/01/2018 0:00,-9.1,17.77923775,75.62332153,2.133844376,0.137599945
Maria Island,MIR-S8,Magistrates Point South,2019,Ecklonia radiata,35.3,1/01/2019 0:00,13.9,17.33725166,39.68375397,1.463844299,0.08220005
Maria Island,MIR-S8,Magistrates Point South,2021,Ecklonia radiata,20.9,1/01/2021 0:00,-14.4,17.48126602,58.86371994,1.373844147,0.145299911
Maria Island,MIR-S8,Magistrates Point South,2022,Ecklonia radiata,36.7,1/01/2022 0:00,15.8,17.54033089,55.52103424,1.57884407,0.10695
Maria Island,MIR-S8,Magistrates Point South,2023,Ecklonia radiata,21.5,1/01/2023 0:00,-15.2,17.07311249,28.54451942,1.09384346,0.14564991
Maria Island,MIR-S12,Okehampton Bay,1993,Ecklonia radiata,9.4,1/01/1993 0:00,-9.4,16.24304581,0.178844452,0.178844452,0.102900028
Maria Island,MIR-S12,Okehampton Bay,1995,Ecklonia radiata,11.6,1/01/1995 0:00,2.2,16.1458931,4.116518021,0.773843765,0.160099983
Maria Island,MIR-S12,Okehampton Bay,1996,Ecklonia radiata,22.93333333,1/01/1996 0:00,11.33333333,15.00914478,0,-1.071155548,0.14485006
Maria Island,MIR-S12,Okehampton Bay,1997,Ecklonia radiata,17.5,1/01/1997 0:00,-5.43333333,15.39297962,0.835380554,0.438844681,0.113650128
Maria Island,MIR-S12,Okehampton Bay,1998,Ecklonia radiata,18.53333333,1/01/1998 0:00,1.03333333,16.24480057,2.49729538,0.543844223,0.126849934
Maria Island,MIR-S12,Okehampton Bay,1999,Ecklonia radiata,6.666666667,1/01/1999 0:00,-11.86666666,16.67354202,16.80919266,1.133844376,0.112899974
Maria Island,MIR-S12,Okehampton Bay,2000,Ecklonia radiata,8.8,1/01/2000 0:00,2.133333333,16.77236748,4.716503143,0.368844986,0.094100192
Maria Island,MIR-S12,Okehampton Bay,2001,Ecklonia radiata,4.8,1/01/2001 0:00,-4,17.43049622,50.16144943,1.473844528,0.099699974
Maria Island,MIR-S12,Okehampton Bay,2006,Ecklonia radiata,21.4,1/01/2006 0:00,17.8,16.46211815,13.3211174,1.513845444,0.108849905
Maria Island,MIR-S12,Okehampton Bay,2007,Ecklonia radiata,6.6,1/01/2007 0:00,-14.8,17.16844368,39.99489594,2.408843994,0.128999993
Maria Island,MIR-S12,Okehampton Bay,2008,Ecklonia radiata,11.33333333,1/01/2008 0:00,4.73333333,16.80592155,18.40959167,1.873844147,0.15625
Maria Island,MIR-S12,Okehampton Bay,2009,Ecklonia radiata,7.6,1/01/2009 0:00,-3.73333333,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S12,Okehampton Bay,2010,Ecklonia radiata,9.6,1/01/2010 0:00,2,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S12,Okehampton Bay,2011,Ecklonia radiata,19.73333333,1/01/2011 0:00,10.13333333,16.15556335,3.032669067,0.533845901,0.167199999
Maria Island,MIR-S12,Okehampton Bay,2012,Ecklonia radiata,5.2,1/01/2012 0:00,-14.53333333,17.42203903,54.2748909,1.633844376,0.102399826
Maria Island,MIR-S12,Okehampton Bay,2013,Ecklonia radiata,17.4,1/01/2013 0:00,12.2,16.59927177,7.050357819,1.038845062,0.078999899
Maria Island,MIR-S12,Okehampton Bay,2014,Ecklonia radiata,10.66666667,1/01/2014 0:00,-6.73333333,16.72817802,14.31956482,1.108844757,0.113949873
Maria Island,MIR-S12,Okehampton Bay,2015,Ecklonia radiata,22.26666667,1/01/2015 0:00,11.6,17.02585983,19.53147888,1.293844223,0.157200053
Maria Island,MIR-S12,Okehampton Bay,2016,Ecklonia radiata,28.4,1/01/2016 0:00,6.13333333,18.6449337,180.5451965,3.258844376,0.16245003
Maria Island,MIR-S12,Okehampton Bay,2017,Ecklonia radiata,12.93333333,1/01/2017 0:00,-15.46666667,17.10817909,47.79990768,1.973844528,0.157550052
Maria Island,MIR-S12,Okehampton Bay,2018,Ecklonia radiata,20.8,1/01/2018 0:00,7.86666667,17.77923775,75.62332153,2.133844376,0.137599945
Maria Island,MIR-S12,Okehampton Bay,2019,Ecklonia radiata,14.6,1/01/2019 0:00,-6.2,17.33725166,39.68375397,1.463844299,0.08220005
Maria Island,MIR-S12,Okehampton Bay,2020,Ecklonia radiata,17.86666667,1/01/2020 0:00,3.26666667,16.44078827,0.584604263,0.143844604,0.138550088
Maria Island,MIR-S12,Okehampton Bay,2021,Ecklonia radiata,29.2,1/01/2021 0:00,11.33333333,17.48126602,58.86371994,1.373844147,0.145299911
Maria Island,MIR-S12,Okehampton Bay,2022,Ecklonia radiata,9.6,1/01/2022 0:00,-19.6,17.54033089,55.52103424,1.57884407,0.10695
Maria Island,MIR-S12,Okehampton Bay,2023,Ecklonia radiata,16.9,1/01/2023 0:00,7.3,17.07311249,28.54451942,1.09384346,0.14564991
Maria Island,MIR-S3,Painted Cliffs,1993,Ecklonia radiata,0.8,1/01/1993 0:00,-8.6,16.24304581,0.178844452,0.178844452,0.102900028
Maria Island,MIR-S3,Painted Cliffs,1995,Ecklonia radiata,11.2,1/01/1995 0:00,10.4,16.1458931,4.116518021,0.773843765,0.160099983
Maria Island,MIR-S3,Painted Cliffs,1996,Ecklonia radiata,12,1/01/1996 0:00,0.8,15.00914478,0,-1.071155548,0.14485006
Maria Island,MIR-S3,Painted Cliffs,1997,Ecklonia radiata,6.266666667,1/01/1997 0:00,-5.733333333,15.39297962,0.835380554,0.438844681,0.113650128
Maria Island,MIR-S3,Painted Cliffs,1998,Ecklonia radiata,7.733333333,1/01/1998 0:00,1.466666666,16.24480057,2.49729538,0.543844223,0.126849934
Maria Island,MIR-S3,Painted Cliffs,1999,Ecklonia radiata,17.2,1/01/1999 0:00,9.466666667,16.67354202,16.80919266,1.133844376,0.112899974
Maria Island,MIR-S3,Painted Cliffs,2000,Ecklonia radiata,26.2,1/01/2000 0:00,9,16.77236748,4.716503143,0.368844986,0.094100192
Maria Island,MIR-S3,Painted Cliffs,2001,Ecklonia radiata,3.8,1/01/2001 0:00,-22.4,17.43049622,50.16144943,1.473844528,0.099699974
Maria Island,MIR-S3,Painted Cliffs,2006,Ecklonia radiata,4,1/01/2006 0:00,-0.8,16.46211815,13.3211174,1.513845444,0.108849905
Maria Island,MIR-S3,Painted Cliffs,2007,Ecklonia radiata,9.9,1/01/2007 0:00,5.9,17.16844368,39.99489594,2.408843994,0.128999993
Maria Island,MIR-S3,Painted Cliffs,2008,Ecklonia radiata,14.4,1/01/2008 0:00,4.5,16.80592155,18.40959167,1.873844147,0.15625
Maria Island,MIR-S3,Painted Cliffs,2009,Ecklonia radiata,6,1/01/2009 0:00,-8.4,16.09499931,0.038845062,0.038845062,0.109149933
Maria Island,MIR-S3,Painted Cliffs,2010,Ecklonia radiata,8.8,1/01/2010 0:00,2.8,17.61625862,74.96413422,2.178844452,0.136800006
Maria Island,MIR-S3,Painted Cliffs,2011,Ecklonia radiata,2.4,1/01/2011 0:00,-6.4,16.15556335,3.032669067,0.533845901,0.167199999
Maria Island,MIR-S3,Painted Cliffs,2012,Ecklonia radiata,10.26666667,1/01/2012 0:00,7.86666667,17.42203903,54.2748909,1.633844376,0.102399826
Maria Island,MIR-S3,Painted Cliffs,2013,Ecklonia radiata,9.2,1/01/2013 0:00,-1.06666667,16.59927177,7.050357819,1.038845062,0.078999899
Maria Island,MIR-S3,Painted Cliffs,2014,Ecklonia radiata,7.4,1/01/2014 0:00,-1.8,16.72817802,14.31956482,1.108844757,0.113949873
Maria Island,MIR-S3,Painted Cliffs,2015,Ecklonia radiata,21.6,1/01/2015 0:00,14.2,17.02585983,19.53147888,1.293844223,0.157200053
Maria Island,MIR-S3,Painted Cliffs,2016,Ecklonia radiata,14,1/01/2016 0:00,-7.6,18.6449337,180.5451965,3.258844376,0.16245003
